item_pedido_id,posicao,sabor_id,sabor,categoria
482,1,3,Portuguesa,Tradicionais
502,1,3,Portuguesa,Tradicionais
516,2,3,Portuguesa,Tradicionais
539,2,3,Portuguesa,Tradicionais
577,1,3,Portuguesa,Tradicionais
22,2,4,Mussarela,Tradicionais
34,2,4,Mussarela,Tradicionais
46,1,4,Mussarela,Tradicionais
54,1,4,Mussarela,Tradicionais
79,3,4,Mussarela,Tradicionais
96,2,4,Mussarela,Tradicionais
103,1,4,Mussarela,Tradicionais
117,2,4,Mussarela,Tradicionais
120,1,4,Mussarela,Tradicionais
128,1,4,Mussarela,Tradicionais
132,1,4,Mussarela,Tradicionais
136,2,4,Mussarela,Tradicionais
141,1,4,Mussarela,Tradicionais
144,3,4,Mussarela,Tradicionais
172,2,4,Mussarela,Tradicionais
194,2,4,Mussarela,Tradicionais
232,1,4,Mussarela,Tradicionais
279,2,4,Mussarela,Tradicionais
341,1,4,Mussarela,Tradicionais
348,1,4,Mussarela,Tradicionais
350,3,4,Mussarela,Tradicionais
352,1,4,Mussarela,Tradicionais
355,1,4,Mussarela,Tradicionais
362,1,4,Mussarela,Tradicionais
391,1,4,Mussarela,Tradicionais
404,2,4,Mussarela,Tradicionais
405,2,4,Mussarela,Tradicionais
407,1,4,Mussarela,Tradicionais
414,1,4,Mussarela,Tradicionais
426,1,4,Mussarela,Tradicionais
427,2,4,Mussarela,Tradicionais
431,1,4,Mussarela,Tradicionais
463,3,4,Mussarela,Tradicionais
483,1,4,Mussarela,Tradicionais
486,2,4,Mussarela,Tradicionais
494,2,4,Mussarela,Tradicionais
514,1,4,Mussarela,Tradicionais
526,2,4,Mussarela,Tradicionais
532,2,4,Mussarela,Tradicionais
6,1,5,Frango com Catupiry,Tradicionais
13,1,5,Frango com Catupiry,Tradicionais
15,3,5,Frango com Catupiry,Tradicionais
21,2,5,Frango com Catupiry,Tradicionais
42,2,5,Frango com Catupiry,Tradicionais
43,2,5,Frango com Catupiry,Tradicionais
52,1,5,Frango com Catupiry,Tradicionais
60,2,5,Frango com Catupiry,Tradicionais
63,2,5,Frango com Catupiry,Tradicionais
87,1,5,Frango com Catupiry,Tradicionais
111,1,5,Frango com Catupiry,Tradicionais
119,1,5,Frango com Catupiry,Tradicionais
134,3,5,Frango com Catupiry,Tradicionais
152,3,5,Frango com Catupiry,Tradicionais
179,1,5,Frango com Catupiry,Tradicionais
182,1,5,Frango com Catupiry,Tradicionais
205,2,5,Frango com Catupiry,Tradicionais
206,1,5,Frango com Catupiry,Tradicionais
237,1,5,Frango com Catupiry,Tradicionais
260,1,5,Frango com Catupiry,Tradicionais
265,2,5,Frango com Catupiry,Tradicionais
266,1,5,Frango com Catupiry,Tradicionais
267,2,5,Frango com Catupiry,Tradicionais
272,3,5,Frango com Catupiry,Tradicionais
302,1,5,Frango com Catupiry,Tradicionais
304,2,5,Frango com Catupiry,Tradicionais
308,2,5,Frango com Catupiry,Tradicionais
311,1,5,Frango com Catupiry,Tradicionais
400,3,5,Frango com Catupiry,Tradicionais
401,1,5,Frango com Catupiry,Tradicionais
405,1,5,Frango com Catupiry,Tradicionais
423,1,5,Frango com Catupiry,Tradicionais
433,3,5,Frango com Catupiry,Tradicionais
435,1,5,Frango com Catupiry,Tradicionais
447,2,5,Frango com Catupiry,Tradicionais
456,1,5,Frango com Catupiry,Tradicionais
461,2,5,Frango com Catupiry,Tradicionais
469,1,5,Frango com Catupiry,Tradicionais
470,3,5,Frango com Catupiry,Tradicionais
474,1,5,Frango com Catupiry,Tradicionais
495,3,5,Frango com Catupiry,Tradicionais
506,2,5,Frango com Catupiry,Tradicionais
512,1,5,Frango com Catupiry,Tradicionais
513,2,5,Frango com Catupiry,Tradicionais
516,1,5,Frango com Catupiry,Tradicionais
546,2,5,Frango com Catupiry,Tradicionais
554,3,5,Frango com Catupiry,Tradicionais
567,1,5,Frango com Catupiry,Tradicionais
572,1,5,Frango com Catupiry,Tradicionais
11,1,6,Napolitana,Tradicionais
16,1,6,Napolitana,Tradicionais
33,1,6,Napolitana,Tradicionais
61,2,6,Napolitana,Tradicionais
63,3,6,Napolitana,Tradicionais
77,1,6,Napolitana,Tradicionais
91,1,6,Napolitana,Tradicionais
93,1,6,Napolitana,Tradicionais
96,1,6,Napolitana,Tradicionais
123,1,6,Napolitana,Tradicionais
129,1,6,Napolitana,Tradicionais
131,3,6,Napolitana,Tradicionais
137,1,6,Napolitana,Tradicionais
144,2,6,Napolitana,Tradicionais
148,2,6,Napolitana,Tradicionais
157,2,6,Napolitana,Tradicionais
162,1,6,Napolitana,Tradicionais
191,3,6,Napolitana,Tradicionais
197,2,6,Napolitana,Tradicionais
200,1,6,Napolitana,Tradicionais
221,2,6,Napolitana,Tradicionais
244,2,6,Napolitana,Tradicionais
247,3,6,Napolitana,Tradicionais
270,2,6,Napolitana,Tradicionais
276,2,6,Napolitana,Tradicionais
281,2,6,Napolitana,Tradicionais
288,1,6,Napolitana,Tradicionais
307,1,6,Napolitana,Tradicionais
314,2,6,Napolitana,Tradicionais
315,3,6,Napolitana,Tradicionais
322,1,6,Napolitana,Tradicionais
334,1,6,Napolitana,Tradicionais
347,2,6,Napolitana,Tradicionais
357,1,6,Napolitana,Tradicionais
368,1,6,Napolitana,Tradicionais
387,1,6,Napolitana,Tradicionais
402,2,6,Napolitana,Tradicionais
412,3,6,Napolitana,Tradicionais
419,2,6,Napolitana,Tradicionais
425,1,6,Napolitana,Tradicionais
458,1,6,Napolitana,Tradicionais
461,1,6,Napolitana,Tradicionais
465,1,6,Napolitana,Tradicionais
468,1,6,Napolitana,Tradicionais
470,1,6,Napolitana,Tradicionais
475,2,6,Napolitana,Tradicionais
477,1,6,Napolitana,Tradicionais
488,2,6,Napolitana,Tradicionais
504,2,6,Napolitana,Tradicionais
509,2,6,Napolitana,Tradicionais
517,2,6,Napolitana,Tradicionais
522,1,6,Napolitana,Tradicionais
537,2,6,Napolitana,Tradicionais
571,1,6,Napolitana,Tradicionais
21,1,7,Quatro Queijos,Especiais
68,1,7,Quatro Queijos,Especiais
72,2,7,Quatro Queijos,Especiais
99,3,7,Quatro Queijos,Especiais
101,2,7,Quatro Queijos,Especiais
121,2,7,Quatro Queijos,Especiais
143,1,7,Quatro Queijos,Especiais
158,1,7,Quatro Queijos,Especiais
162,3,7,Quatro Queijos,Especiais
164,3,7,Quatro Queijos,Especiais
181,2,7,Quatro Queijos,Especiais
184,1,7,Quatro Queijos,Especiais
189,1,7,Quatro Queijos,Especiais
198,2,7,Quatro Queijos,Especiais
210,1,7,Quatro Queijos,Especiais
211,2,7,Quatro Queijos,Especiais
244,3,7,Quatro Queijos,Especiais
247,2,7,Quatro Queijos,Especiais
272,2,7,Quatro Queijos,Especiais
293,2,7,Quatro Queijos,Especiais
323,2,7,Quatro Queijos,Especiais
326,2,7,Quatro Queijos,Especiais
329,1,7,Quatro Queijos,Especiais
332,1,7,Quatro Queijos,Especiais
334,2,7,Quatro Queijos,Especiais
357,2,7,Quatro Queijos,Especiais
368,2,7,Quatro Queijos,Especiais
373,3,7,Quatro Queijos,Especiais
384,1,7,Quatro Queijos,Especiais
386,2,7,Quatro Queijos,Especiais
397,1,7,Quatro Queijos,Especiais
416,2,7,Quatro Queijos,Especiais
425,3,7,Quatro Queijos,Especiais
449,1,7,Quatro Queijos,Especiais
469,2,7,Quatro Queijos,Especiais
484,1,7,Quatro Queijos,Especiais
493,1,7,Quatro Queijos,Especiais
514,3,7,Quatro Queijos,Especiais
537,1,7,Quatro Queijos,Especiais
540,1,7,Quatro Queijos,Especiais
546,1,7,Quatro Queijos,Especiais
551,1,7,Quatro Queijos,Especiais
565,3,7,Quatro Queijos,Especiais
7,3,8,Pepperoni,Especiais
9,1,8,Pepperoni,Especiais
14,1,8,Pepperoni,Especiais
25,3,8,Pepperoni,Especiais
36,1,8,Pepperoni,Especiais
57,1,8,Pepperoni,Especiais
60,3,8,Pepperoni,Especiais
68,2,8,Pepperoni,Especiais
97,1,8,Pepperoni,Especiais
99,2,8,Pepperoni,Especiais
106,2,8,Pepperoni,Especiais
117,1,8,Pepperoni,Especiais
131,1,8,Pepperoni,Especiais
144,1,8,Pepperoni,Especiais
150,2,8,Pepperoni,Especiais
161,2,8,Pepperoni,Especiais
166,1,8,Pepperoni,Especiais
187,2,8,Pepperoni,Especiais
194,1,8,Pepperoni,Especiais
231,1,8,Pepperoni,Especiais
238,2,8,Pepperoni,Especiais
248,3,8,Pepperoni,Especiais
253,1,8,Pepperoni,Especiais
259,1,8,Pepperoni,Especiais
267,1,8,Pepperoni,Especiais
274,1,8,Pepperoni,Especiais
281,3,8,Pepperoni,Especiais
291,2,8,Pepperoni,Especiais
304,1,8,Pepperoni,Especiais
308,1,8,Pepperoni,Especiais
314,1,8,Pepperoni,Especiais
315,2,8,Pepperoni,Especiais
357,3,8,Pepperoni,Especiais
362,2,8,Pepperoni,Especiais
365,2,8,Pepperoni,Especiais
366,1,8,Pepperoni,Especiais
373,1,8,Pepperoni,Especiais
379,2,8,Pepperoni,Especiais
386,3,8,Pepperoni,Especiais
396,1,8,Pepperoni,Especiais
402,1,8,Pepperoni,Especiais
404,1,8,Pepperoni,Especiais
436,1,8,Pepperoni,Especiais
437,1,8,Pepperoni,Especiais
462,1,8,Pepperoni,Especiais
470,2,8,Pepperoni,Especiais
486,1,8,Pepperoni,Especiais
528,1,8,Pepperoni,Especiais
542,2,8,Pepperoni,Especiais
553,1,8,Pepperoni,Especiais
558,2,8,Pepperoni,Especiais
564,1,8,Pepperoni,Especiais
567,2,8,Pepperoni,Especiais
570,2,8,Pepperoni,Especiais
1,2,9,Carne Seca,Especiais
8,1,9,Carne Seca,Especiais
15,1,9,Carne Seca,Especiais
25,1,9,Carne Seca,Especiais
36,3,9,Carne Seca,Especiais
57,2,9,Carne Seca,Especiais
60,1,9,Carne Seca,Especiais
77,2,9,Carne Seca,Especiais
82,1,9,Carne Seca,Especiais
85,1,9,Carne Seca,Especiais
88,1,9,Carne Seca,Especiais
92,1,9,Carne Seca,Especiais
127,2,9,Carne Seca,Especiais
131,2,9,Carne Seca,Especiais
136,1,9,Carne Seca,Especiais
150,1,9,Carne Seca,Especiais
160,2,9,Carne Seca,Especiais
169,1,9,Carne Seca,Especiais
171,2,9,Carne Seca,Especiais
174,2,9,Carne Seca,Especiais
177,1,9,Carne Seca,Especiais
198,1,9,Carne Seca,Especiais
205,1,9,Carne Seca,Especiais
230,3,9,Carne Seca,Especiais
238,3,9,Carne Seca,Especiais
242,2,9,Carne Seca,Especiais
244,1,9,Carne Seca,Especiais
250,1,9,Carne Seca,Especiais
268,2,9,Carne Seca,Especiais
270,1,9,Carne Seca,Especiais
282,2,9,Carne Seca,Especiais
283,1,9,Carne Seca,Especiais
298,2,9,Carne Seca,Especiais
300,2,9,Carne Seca,Especiais
303,2,9,Carne Seca,Especiais
312,1,9,Carne Seca,Especiais
319,2,9,Carne Seca,Especiais
324,3,9,Carne Seca,Especiais
328,1,9,Carne Seca,Especiais
343,1,9,Carne Seca,Especiais
345,1,9,Carne Seca,Especiais
350,2,9,Carne Seca,Especiais
353,1,9,Carne Seca,Especiais
377,2,9,Carne Seca,Especiais
389,2,9,Carne Seca,Especiais
396,3,9,Carne Seca,Especiais
410,1,9,Carne Seca,Especiais
413,2,9,Carne Seca,Especiais
419,1,9,Carne Seca,Especiais
438,1,9,Carne Seca,Especiais
440,1,9,Carne Seca,Especiais
459,2,9,Carne Seca,Especiais
462,2,9,Carne Seca,Especiais
464,1,9,Carne Seca,Especiais
467,3,9,Carne Seca,Especiais
468,2,9,Carne Seca,Especiais
475,1,9,Carne Seca,Especiais
509,1,9,Carne Seca,Especiais
532,1,9,Carne Seca,Especiais
544,2,9,Carne Seca,Especiais
554,2,9,Carne Seca,Especiais
567,3,9,Carne Seca,Especiais
573,1,9,Carne Seca,Especiais
5,1,10,Camarão,Especiais
15,2,10,Camarão,Especiais
21,3,10,Camarão,Especiais
27,1,10,Camarão,Especiais
42,1,10,Camarão,Especiais
63,1,10,Camarão,Especiais
72,1,10,Camarão,Especiais
79,1,10,Camarão,Especiais
92,3,10,Camarão,Especiais
104,1,10,Camarão,Especiais
113,2,10,Camarão,Especiais
122,1,10,Camarão,Especiais
128,3,10,Camarão,Especiais
164,1,10,Camarão,Especiais
178,1,10,Camarão,Especiais
185,1,10,Camarão,Especiais
206,3,10,Camarão,Especiais
214,2,10,Camarão,Especiais
217,1,10,Camarão,Especiais
225,1,10,Camarão,Especiais
228,1,10,Camarão,Especiais
255,1,10,Camarão,Especiais
256,1,10,Camarão,Especiais
291,1,10,Camarão,Especiais
295,1,10,Camarão,Especiais
298,1,10,Camarão,Especiais
312,2,10,Camarão,Especiais
319,1,10,Camarão,Especiais
323,3,10,Camarão,Especiais
362,3,10,Camarão,Especiais
373,2,10,Camarão,Especiais
375,1,10,Camarão,Especiais
412,1,10,Camarão,Especiais
417,1,10,Camarão,Especiais
445,1,10,Camarão,Especiais
456,2,10,Camarão,Especiais
463,2,10,Camarão,Especiais
501,2,10,Camarão,Especiais
514,2,10,Camarão,Especiais
535,1,10,Camarão,Especiais
539,1,10,Camarão,Especiais
544,1,10,Camarão,Especiais
551,2,10,Camarão,Especiais
563,1,10,Camarão,Especiais
565,1,10,Camarão,Especiais
570,1,10,Camarão,Especiais
2,1,11,Costela BBQ,Especiais
7,1,11,Costela BBQ,Especiais
13,2,11,Costela BBQ,Especiais
29,3,11,Costela BBQ,Especiais
42,3,11,Costela BBQ,Especiais
53,1,11,Costela BBQ,Especiais
59,1,11,Costela BBQ,Especiais
64,2,11,Costela BBQ,Especiais
79,2,11,Costela BBQ,Especiais
84,1,11,Costela BBQ,Especiais
94,1,11,Costela BBQ,Especiais
151,2,11,Costela BBQ,Especiais
181,1,11,Costela BBQ,Especiais
186,2,11,Costela BBQ,Especiais
188,1,11,Costela BBQ,Especiais
195,1,11,Costela BBQ,Especiais
197,1,11,Costela BBQ,Especiais
203,1,11,Costela BBQ,Especiais
208,1,11,Costela BBQ,Especiais
223,2,11,Costela BBQ,Especiais
228,2,11,Costela BBQ,Especiais
253,2,11,Costela BBQ,Especiais
279,1,11,Costela BBQ,Especiais
282,1,11,Costela BBQ,Especiais
284,2,11,Costela BBQ,Especiais
293,1,11,Costela BBQ,Especiais
299,1,11,Costela BBQ,Especiais
309,1,11,Costela BBQ,Especiais
340,1,11,Costela BBQ,Especiais
349,1,11,Costela BBQ,Especiais
356,1,11,Costela BBQ,Especiais
372,1,11,Costela BBQ,Especiais
378,1,11,Costela BBQ,Especiais
389,1,11,Costela BBQ,Especiais
395,3,11,Costela BBQ,Especiais
413,1,11,Costela BBQ,Especiais
417,2,11,Costela BBQ,Especiais
426,3,11,Costela BBQ,Especiais
430,1,11,Costela BBQ,Especiais
440,2,11,Costela BBQ,Especiais
442,3,11,Costela BBQ,Especiais
456,3,11,Costela BBQ,Especiais
474,2,11,Costela BBQ,Especiais
491,1,11,Costela BBQ,Especiais
499,1,11,Costela BBQ,Especiais
518,1,11,Costela BBQ,Especiais
520,1,11,Costela BBQ,Especiais
525,1,11,Costela BBQ,Especiais
531,2,11,Costela BBQ,Especiais
534,1,11,Costela BBQ,Especiais
545,1,11,Costela BBQ,Especiais
1,1,12,Chocolate com Morango,Doces
24,1,12,Chocolate com Morango,Doces
30,1,12,Chocolate com Morango,Doces
34,3,12,Chocolate com Morango,Doces
44,1,12,Chocolate com Morango,Doces
84,2,12,Chocolate com Morango,Doces
86,2,12,Chocolate com Morango,Doces
88,3,12,Chocolate com Morango,Doces
92,2,12,Chocolate com Morango,Doces
99,1,12,Chocolate com Morango,Doces
101,1,12,Chocolate com Morango,Doces
106,1,12,Chocolate com Morango,Doces
108,2,12,Chocolate com Morango,Doces
109,1,12,Chocolate com Morango,Doces
113,1,12,Chocolate com Morango,Doces
138,1,12,Chocolate com Morango,Doces
140,2,12,Chocolate com Morango,Doces
146,2,12,Chocolate com Morango,Doces
148,1,12,Chocolate com Morango,Doces
151,1,12,Chocolate com Morango,Doces
154,1,12,Chocolate com Morango,Doces
160,3,12,Chocolate com Morango,Doces
163,1,12,Chocolate com Morango,Doces
164,2,12,Chocolate com Morango,Doces
170,1,12,Chocolate com Morango,Doces
171,3,12,Chocolate com Morango,Doces
172,1,12,Chocolate com Morango,Doces
191,1,12,Chocolate com Morango,Doces
213,1,12,Chocolate com Morango,Doces
226,1,12,Chocolate com Morango,Doces
246,2,12,Chocolate com Morango,Doces
257,1,12,Chocolate com Morango,Doces
263,1,12,Chocolate com Morango,Doces
297,1,12,Chocolate com Morango,Doces
320,1,12,Chocolate com Morango,Doces
324,1,12,Chocolate com Morango,Doces
335,1,12,Chocolate com Morango,Doces
340,2,12,Chocolate com Morango,Doces
367,1,12,Chocolate com Morango,Doces
370,1,12,Chocolate com Morango,Doces
376,1,12,Chocolate com Morango,Doces
401,2,12,Chocolate com Morango,Doces
410,2,12,Chocolate com Morango,Doces
426,2,12,Chocolate com Morango,Doces
429,1,12,Chocolate com Morango,Doces
441,1,12,Chocolate com Morango,Doces
448,1,12,Chocolate com Morango,Doces
450,2,12,Chocolate com Morango,Doces
451,1,12,Chocolate com Morango,Doces
452,1,12,Chocolate com Morango,Doces
454,1,12,Chocolate com Morango,Doces
494,1,12,Chocolate com Morango,Doces
498,1,12,Chocolate com Morango,Doces
554,1,12,Chocolate com Morango,Doces
562,1,12,Chocolate com Morango,Doces
575,1,12,Chocolate com Morango,Doces
11,2,13,Nutella com Banana,Doces
37,2,13,Nutella com Banana,Doces
47,1,13,Nutella com Banana,Doces
69,1,13,Nutella com Banana,Doces
76,1,13,Nutella com Banana,Doces
86,1,13,Nutella com Banana,Doces
134,1,13,Nutella com Banana,Doces
141,2,13,Nutella com Banana,Doces
146,3,13,Nutella com Banana,Doces
152,1,13,Nutella com Banana,Doces
161,1,13,Nutella com Banana,Doces
176,1,13,Nutella com Banana,Doces
186,3,13,Nutella com Banana,Doces
201,1,13,Nutella com Banana,Doces
203,2,13,Nutella com Banana,Doces
216,1,13,Nutella com Banana,Doces
240,3,13,Nutella com Banana,Doces
247,1,13,Nutella com Banana,Doces
248,2,13,Nutella com Banana,Doces
269,2,13,Nutella com Banana,Doces
271,2,13,Nutella com Banana,Doces
285,1,13,Nutella com Banana,Doces
303,1,13,Nutella com Banana,Doces
309,2,13,Nutella com Banana,Doces
329,3,13,Nutella com Banana,Doces
344,1,13,Nutella com Banana,Doces
347,1,13,Nutella com Banana,Doces
366,2,13,Nutella com Banana,Doces
367,2,13,Nutella com Banana,Doces
377,3,13,Nutella com Banana,Doces
387,2,13,Nutella com Banana,Doces
442,1,13,Nutella com Banana,Doces
495,1,13,Nutella com Banana,Doces
497,1,13,Nutella com Banana,Doces
506,3,13,Nutella com Banana,Doces
508,1,13,Nutella com Banana,Doces
523,1,13,Nutella com Banana,Doces
526,1,13,Nutella com Banana,Doces
539,3,13,Nutella com Banana,Doces
541,1,13,Nutella com Banana,Doces
565,2,13,Nutella com Banana,Doces
6,2,14,Prestígio,Doces
7,2,14,Prestígio,Doces
10,1,14,Prestígio,Doces
29,1,14,Prestígio,Doces
34,1,14,Prestígio,Doces
43,1,14,Prestígio,Doces
74,1,14,Prestígio,Doces
83,1,14,Prestígio,Doces
84,3,14,Prestígio,Doces
85,2,14,Prestígio,Doces
110,2,14,Prestígio,Doces
114,1,14,Prestígio,Doces
124,1,14,Prestígio,Doces
125,1,14,Prestígio,Doces
139,1,14,Prestígio,Doces
149,1,14,Prestígio,Doces
154,2,14,Prestígio,Doces
167,1,14,Prestígio,Doces
184,2,14,Prestígio,Doces
216,2,14,Prestígio,Doces
221,3,14,Prestígio,Doces
230,1,14,Prestígio,Doces
235,1,14,Prestígio,Doces
238,1,14,Prestígio,Doces
240,2,14,Prestígio,Doces
248,1,14,Prestígio,Doces
275,1,14,Prestígio,Doces
276,1,14,Prestígio,Doces
277,1,14,Prestígio,Doces
281,1,14,Prestígio,Doces
287,1,14,Prestígio,Doces
289,1,14,Prestígio,Doces
305,1,14,Prestígio,Doces
315,1,14,Prestígio,Doces
317,1,14,Prestígio,Doces
325,1,14,Prestígio,Doces
337,1,14,Prestígio,Doces
359,1,14,Prestígio,Doces
363,1,14,Prestígio,Doces
366,3,14,Prestígio,Doces
376,2,14,Prestígio,Doces
382,1,14,Prestígio,Doces
383,1,14,Prestígio,Doces
388,1,14,Prestígio,Doces
396,2,14,Prestígio,Doces
412,2,14,Prestígio,Doces
419,3,14,Prestígio,Doces
443,2,14,Prestígio,Doces
459,1,14,Prestígio,Doces
467,2,14,Prestígio,Doces
472,2,14,Prestígio,Doces
488,1,14,Prestígio,Doces
490,1,14,Prestígio,Doces
504,1,14,Prestígio,Doces
20,1,15,Romeu e Julieta,Doces
25,2,15,Romeu e Julieta,Doces
32,1,15,Romeu e Julieta,Doces
33,2,15,Romeu e Julieta,Doces
37,1,15,Romeu e Julieta,Doces
40,2,15,Romeu e Julieta,Doces
53,2,15,Romeu e Julieta,Doces
72,3,15,Romeu e Julieta,Doces
94,2,15,Romeu e Julieta,Doces
108,1,15,Romeu e Julieta,Doces
110,1,15,Romeu e Julieta,Doces
120,2,15,Romeu e Julieta,Doces
132,2,15,Romeu e Julieta,Doces
146,1,15,Romeu e Julieta,Doces
162,2,15,Romeu e Julieta,Doces
201,2,15,Romeu e Julieta,Doces
206,2,15,Romeu e Julieta,Doces
224,1,15,Romeu e Julieta,Doces
242,1,15,Romeu e Julieta,Doces
246,1,15,Romeu e Julieta,Doces
261,1,15,Romeu e Julieta,Doces
263,2,15,Romeu e Julieta,Doces
268,1,15,Romeu e Julieta,Doces
269,1,15,Romeu e Julieta,Doces
272,1,15,Romeu e Julieta,Doces
284,1,15,Romeu e Julieta,Doces
288,2,15,Romeu e Julieta,Doces
316,2,15,Romeu e Julieta,Doces
324,2,15,Romeu e Julieta,Doces
329,2,15,Romeu e Julieta,Doces
331,1,15,Romeu e Julieta,Doces
343,2,15,Romeu e Julieta,Doces
358,1,15,Romeu e Julieta,Doces
359,2,15,Romeu e Julieta,Doces
377,1,15,Romeu e Julieta,Doces
381,2,15,Romeu e Julieta,Doces
395,2,15,Romeu e Julieta,Doces
400,2,15,Romeu e Julieta,Doces
416,1,15,Romeu e Julieta,Doces
421,1,15,Romeu e Julieta,Doces
425,2,15,Romeu e Julieta,Doces
428,2,15,Romeu e Julieta,Doces
433,1,15,Romeu e Julieta,Doces
443,1,15,Romeu e Julieta,Doces
445,2,15,Romeu e Julieta,Doces
450,1,15,Romeu e Julieta,Doces
458,2,15,Romeu e Julieta,Doces
463,1,15,Romeu e Julieta,Doces
478,1,15,Romeu e Julieta,Doces
479,1,15,Romeu e Julieta,Doces
495,2,15,Romeu e Julieta,Doces
