item_id,pedido_id,tipo,quantidade,preco_unitario,subtotal,massa,borda,produto,sabores
124,65,pizza,1,53.9,53.9,Fina,Cream Cheese,,Prestígio
125,65,pizza,1,58.9,58.9,Integral,Cream Cheese,,Prestígio
126,65,produto,1,18.0,18.0,,,Petit Gateau,
127,66,pizza,1,55.9,55.9,Integral,Sem borda,,Portuguesa + Carne Seca
128,66,pizza,1,56.9,56.9,Grossa,Cheddar,,Mussarela + Margherita + Camarão
129,66,pizza,1,47.9,47.9,Tradicional,Chocolate,,Napolitana
130,66,produto,1,16.0,16.0,,,Brownie com Sorvete,
131,67,pizza,1,53.57,53.57,Grossa,Sem borda,,Pepperoni + Carne Seca + Napolitana
132,67,pizza,1,48.9,48.9,Tradicional,Cream Cheese,,Mussarela + Romeu e Julieta
133,67,produto,1,9.0,9.0,,,Suco de Laranja 500ml,
134,68,pizza,1,51.23,51.23,Grossa,Sem borda,,Nutella com Banana + Portuguesa + Frango com Catupiry
135,68,produto,1,6.0,6.0,,,Coca-Cola Lata 350ml,
136,69,pizza,1,52.9,52.9,Integral,Sem borda,,Carne Seca + Mussarela
137,69,pizza,1,46.9,46.9,Integral,Sem borda,,Napolitana
138,70,pizza,1,55.9,55.9,Tradicional,Cream Cheese,,Chocolate com Morango
139,70,pizza,1,51.9,51.9,Fina,Cheddar,,Prestígio + Portuguesa
140,70,pizza,1,52.9,52.9,Fina,Catupiry,,Portuguesa + Chocolate com Morango
141,71,pizza,1,54.9,54.9,Grossa,Chocolate,,Mussarela + Nutella com Banana
142,71,produto,2,10.0,20.0,,,Guaraná Antarctica 2L,
143,72,pizza,1,63.9,63.9,Grossa,Chocolate,,Quatro Queijos
144,72,pizza,1,50.57,50.57,Tradicional,Cheddar,,Pepperoni + Napolitana + Mussarela
145,72,produto,1,16.0,16.0,,,Brownie com Sorvete,
146,73,pizza,1,57.9,57.9,Grossa,Chocolate,,Romeu e Julieta + Chocolate com Morango + Nutella com Banana
147,73,produto,1,6.0,6.0,,,Coca-Cola Lata 350ml,
148,74,pizza,1,51.4,51.4,Tradicional,Chocolate,,Chocolate com Morango + Napolitana
149,74,pizza,1,53.9,53.9,Tradicional,Cream Cheese,,Prestígio
150,75,pizza,1,63.9,63.9,Grossa,Cheddar,,Carne Seca + Pepperoni
151,76,pizza,1,62.9,62.9,Grossa,Cheddar,,Chocolate com Morango + Costela BBQ
152,77,pizza,1,55.57,55.57,Grossa,Chocolate,,Nutella com Banana + Margherita + Frango com Catupiry
153,77,produto,1,28.0,28.0,,,Frango Frito,
154,78,pizza,1,53.9,53.9,Fina,Cheddar,,Chocolate com Morango + Prestígio
155,78,produto,1,12.0,12.0,,,Coca-Cola 2L,
156,79,pizza,1,50.9,50.9,Integral,Catupiry,,Margherita
157,79,pizza,1,49.9,49.9,Grossa,Catupiry,,Margherita + Napolitana
158,79,pizza,1,63.9,63.9,Grossa,Chocolate,,Quatro Queijos
159,79,produto,1,9.0,9.0,,,Suco de Laranja 500ml,
160,80,pizza,1,55.57,55.57,Tradicional,Cheddar,,Calabresa + Carne Seca + Chocolate com Morango
161,81,pizza,1,63.9,63.9,Integral,Catupiry,,Nutella com Banana + Pepperoni
162,82,pizza,1,52.23,52.23,Integral,Sem borda,,Napolitana + Romeu e Julieta + Quatro Queijos
163,82,pizza,1,51.57,51.57,Fina,Cream Cheese,,Chocolate com Morango + Portuguesa + Margherita
164,82,pizza,1,62.23,62.23,Fina,Chocolate,,Camarão + Chocolate com Morango + Quatro Queijos
165,82,produto,1,4.0,4.0,,,Água Mineral 500ml,
166,83,pizza,1,57.9,57.9,Grossa,Cheddar,,Pepperoni + Portuguesa
167,83,pizza,1,52.9,52.9,Fina,Chocolate,,Prestígio
168,83,produto,2,12.0,24.0,,,Coca-Cola 2L,
169,84,pizza,1,67.9,67.9,Integral,Cheddar,,Carne Seca
170,84,pizza,1,51.9,51.9,Grossa,Sem borda,,Chocolate com Morango
171,84,pizza,1,54.57,54.57,Fina,Chocolate,,Margherita + Carne Seca + Chocolate com Morango
172,85,pizza,1,52.9,52.9,Grossa,Cheddar,,Chocolate com Morango + Mussarela
173,85,produto,1,6.0,6.0,,,Coca-Cola Lata 350ml,
174,86,pizza,1,53.57,53.57,Tradicional,Cream Cheese,,Calabresa + Carne Seca + Margherita
175,86,produto,1,22.0,22.0,,,Batata Frita Grande,
176,87,pizza,1,61.9,61.9,Grossa,Chocolate,,Nutella com Banana
177,88,pizza,1,67.9,67.9,Integral,Cheddar,,Carne Seca
178,88,pizza,1,73.9,73.9,Grossa,Catupiry,,Camarão
179,89,pizza,1,52.9,52.9,Fina,Cheddar,,Frango com Catupiry
180,89,produto,1,6.0,6.0,,,Coca-Cola Lata 350ml,
181,90,pizza,1,68.9,68.9,Integral,Cream Cheese,,Costela BBQ + Quatro Queijos
182,90,pizza,1,55.9,55.9,Grossa,Cheddar,,Frango com Catupiry
183,90,produto,1,6.0,6.0,,,Coca-Cola Lata 350ml,
184,91,pizza,1,53.9,53.9,Grossa,Sem borda,,Quatro Queijos + Prestígio
185,92,pizza,1,67.9,67.9,Grossa,Sem borda,,Camarão
186,92,pizza,1,64.23,64.23,Integral,Cream Cheese,,Portuguesa + Costela BBQ + Nutella com Banana
187,93,pizza,1,56.9,56.9,Grossa,Catupiry,,Calabresa + Pepperoni
188,94,pizza,1,68.9,68.9,Grossa,Cream Cheese,,Costela BBQ
189,94,pizza,1,48.9,48.9,Grossa,Sem borda,,Quatro Queijos + Calabresa + Margherita
190,94,produto,1,4.0,4.0,,,Água Mineral 500ml,
191,95,pizza,1,51.23,51.23,Tradicional,Catupiry,,Chocolate com Morango + Portuguesa + Napolitana
192,95,produto,2,22.0,44.0,,,Batata Frita Grande,
193,96,pizza,1,55.9,55.9,Integral,Chocolate,,Portuguesa
194,96,pizza,1,51.9,51.9,Tradicional,Chocolate,,Pepperoni + Mussarela
195,96,pizza,1,67.9,67.9,Grossa,Cheddar,,Costela BBQ
196,96,produto,2,12.0,24.0,,,Coca-Cola 2L,
197,97,pizza,1,56.4,56.4,Fina,Cheddar,,Costela BBQ + Napolitana
198,98,pizza,1,58.9,58.9,Grossa,Sem borda,,Carne Seca + Quatro Queijos
199,98,produto,1,10.0,10.0,,,Guaraná Antarctica 2L,
200,99,pizza,1,53.9,53.9,Integral,Cream Cheese,,Napolitana
201,100,pizza,1,57.9,57.9,Grossa,Catupiry,,Nutella com Banana + Romeu e Julieta
202,100,produto,1,12.0,12.0,,,Coca-Cola 2L,
203,101,pizza,1,64.9,64.9,Grossa,Catupiry,,Costela BBQ + Nutella com Banana
204,101,produto,1,12.0,12.0,,,Coca-Cola 2L,
205,102,pizza,1,56.9,56.9,Integral,Sem borda,,Carne Seca + Frango com Catupiry
206,102,pizza,1,55.23,55.23,Grossa,Sem borda,,Frango com Catupiry + Romeu e Julieta + Camarão
207,102,produto,2,28.0,56.0,,,Frango Frito,
208,103,pizza,1,67.9,67.9,Grossa,Cheddar,,Costela BBQ
209,103,pizza,1,48.9,48.9,Fina,Catupiry,,Calabresa
210,104,pizza,1,60.9,60.9,Tradicional,Chocolate,,Quatro Queijos
211,105,pizza,1,53.4,53.4,Tradicional,Cheddar,,Margherita + Quatro Queijos
212,105,produto,2,10.0,20.0,,,Guaraná Antarctica 2L,
213,106,pizza,1,56.9,56.9,Integral,Catupiry,,Chocolate com Morango + Calabresa
214,106,pizza,1,60.9,60.9,Fina,Chocolate,,Portuguesa + Camarão
215,106,produto,1,22.0,22.0,,,Batata Frita Grande,
216,107,pizza,1,58.9,58.9,Grossa,Catupiry,,Nutella com Banana + Prestígio
217,107,pizza,1,73.9,73.9,Grossa,Cheddar,,Camarão
218,107,produto,1,10.0,10.0,,,Guaraná Antarctica 2L,
219,108,pizza,1,51.9,51.9,Grossa,Chocolate,,Calabresa
220,108,produto,2,9.0,18.0,,,Suco de Laranja 500ml,
221,109,pizza,1,48.9,48.9,Tradicional,Chocolate,,Margherita + Napolitana + Prestígio
222,109,produto,1,16.0,16.0,,,Brownie com Sorvete,
223,110,pizza,1,59.9,59.9,Grossa,Catupiry,,Calabresa + Costela BBQ
224,111,pizza,1,49.9,49.9,Integral,Sem borda,,Romeu e Julieta
225,111,pizza,1,61.4,61.4,Grossa,Catupiry,,Camarão + Margherita
226,111,pizza,1,54.9,54.9,Fina,Cheddar,,Chocolate com Morango
227,111,produto,1,12.0,12.0,,,Coca-Cola 2L,
228,112,pizza,1,68.9,68.9,Tradicional,Cream Cheese,,Camarão + Costela BBQ
229,112,produto,1,22.0,22.0,,,Batata Frita Grande,
230,113,pizza,1,56.9,56.9,Grossa,Cheddar,,Prestígio + Margherita + Carne Seca
231,114,pizza,1,58.9,58.9,Fina,Catupiry,,Pepperoni
232,115,pizza,1,52.9,52.9,Integral,Chocolate,,Mussarela + Portuguesa
233,115,produto,1,16.0,16.0,,,Brownie com Sorvete,
234,116,pizza,1,47.4,47.4,Fina,Cheddar,,Calabresa + Margherita
235,117,pizza,1,55.9,55.9,Grossa,Chocolate,,Prestígio
236,117,produto,2,16.0,32.0,,,Brownie com Sorvete,
237,118,pizza,1,57.9,57.9,Integral,Cheddar,,Frango com Catupiry
238,119,pizza,1,55.23,55.23,Grossa,Sem borda,,Prestígio + Pepperoni + Carne Seca
239,120,pizza,1,48.9,48.9,Fina,Catupiry,,Calabresa
240,120,pizza,1,58.57,58.57,Integral,Cheddar,,Calabresa + Prestígio + Nutella com Banana
241,120,produto,2,12.0,24.0,,,Coca-Cola 2L,
242,121,pizza,1,62.9,62.9,Integral,Cream Cheese,,Romeu e Julieta + Carne Seca
243,121,produto,1,6.0,6.0,,,Coca-Cola Lata 350ml,
244,122,pizza,1,56.23,56.23,Integral,Sem borda,,Carne Seca + Napolitana + Quatro Queijos
245,122,produto,1,12.0,12.0,,,Coca-Cola 2L,
246,123,pizza,1,50.57,50.57,Fina,Chocolate,,Romeu e Julieta + Chocolate com Morango + Margherita
247,123,pizza,1,61.9,61.9,Integral,Cream Cheese,,Nutella com Banana + Quatro Queijos + Napolitana
248,124,pizza,1,60.9,60.9,Grossa,Cream Cheese,,Prestígio + Nutella com Banana + Pepperoni
249,124,pizza,1,47.4,47.4,Fina,Cheddar,,Calabresa + Margherita
250,124,pizza,1,68.9,68.9,Integral,Cream Cheese,,Carne Seca
251,124,produto,2,18.0,36.0,,,Petit Gateau,
252,125,pizza,1,44.9,44.9,Tradicional,Sem borda,,Portuguesa
253,125,pizza,1,64.9,64.9,Grossa,Catupiry,,Pepperoni + Costela BBQ
254,125,produto,1,28.0,28.0,,,Frango Frito,
255,126,pizza,1,74.9,74.9,Grossa,Cream Cheese,,Camarão
256,126,pizza,1,71.9,71.9,Tradicional,Cream Cheese,,Camarão
257,126,pizza,1,54.9,54.9,Tradicional,Cheddar,,Chocolate com Morango
258,126,produto,2,18.0,36.0,,,Petit Gateau,
259,127,pizza,1,52.9,52.9,Tradicional,Sem borda,,Pepperoni
260,128,pizza,1,53.9,53.9,Fina,Cream Cheese,,Frango com Catupiry
261,128,pizza,1,50.9,50.9,Tradicional,Catupiry,,Romeu e Julieta
262,128,produto,1,6.0,6.0,,,Coca-Cola Lata 350ml,
263,129,pizza,1,57.9,57.9,Integral,Catupiry,,Chocolate com Morango + Romeu e Julieta
264,130,pizza,1,55.9,55.9,Integral,Catupiry,,Portuguesa
265,130,pizza,1,50.9,50.9,Fina,Catupiry,,Calabresa + Frango com Catupiry
266,131,pizza,1,58.9,58.9,Integral,Cream Cheese,,Frango com Catupiry
267,132,pizza,1,59.57,59.57,Integral,Cream Cheese,,Pepperoni + Frango com Catupiry + Calabresa
268,132,pizza,1,53.9,53.9,Grossa,Sem borda,,Romeu e Julieta + Carne Seca
269,133,pizza,1,46.9,46.9,Fina,Sem borda,,Romeu e Julieta + Nutella com Banana + Calabresa
270,133,pizza,1,55.4,55.4,Tradicional,Catupiry,,Carne Seca + Napolitana
271,134,pizza,1,53.9,53.9,Tradicional,Catupiry,,Calabresa + Nutella com Banana
272,134,pizza,1,54.9,54.9,Fina,Chocolate,,Romeu e Julieta + Quatro Queijos + Frango com Catupiry
273,134,produto,1,22.0,22.0,,,Batata Frita Grande,
274,135,pizza,1,59.9,59.9,Fina,Cream Cheese,,Pepperoni
275,136,pizza,1,57.9,57.9,Integral,Cheddar,,Prestígio
276,136,pizza,1,53.4,53.4,Grossa,Cheddar,,Prestígio + Napolitana
277,137,pizza,1,52.9,52.9,Tradicional,Chocolate,,Prestígio
278,137,produto,1,16.0,16.0,,,Brownie com Sorvete,
279,138,pizza,1,59.9,59.9,Integral,Chocolate,,Costela BBQ + Mussarela
280,138,produto,1,16.0,16.0,,,Brownie com Sorvete,
281,139,pizza,1,53.23,53.23,Fina,Catupiry,,Prestígio + Napolitana + Pepperoni
282,139,pizza,1,63.9,63.9,Fina,Chocolate,,Costela BBQ + Carne Seca
283,139,pizza,1,66.9,66.9,Grossa,Cream Cheese,,Carne Seca
284,140,pizza,1,58.9,58.9,Fina,Cream Cheese,,Romeu e Julieta + Costela BBQ
285,140,pizza,1,58.9,58.9,Fina,Chocolate,,Nutella com Banana
286,140,produto,2,12.0,24.0,,,Coca-Cola 2L,
287,141,pizza,1,50.9,50.9,Integral,Sem borda,,Prestígio + Portuguesa
288,142,pizza,1,49.4,49.4,Fina,Catupiry,,Napolitana + Romeu e Julieta
289,142,pizza,1,53.9,53.9,Fina,Cream Cheese,,Prestígio
290,142,produto,2,12.0,24.0,,,Coca-Cola 2L,
291,143,pizza,1,63.9,63.9,Integral,Sem borda,,Camarão + Pepperoni
292,143,produto,2,10.0,20.0,,,Guaraná Antarctica 2L,
293,144,pizza,1,62.9,62.9,Tradicional,Cheddar,,Costela BBQ + Quatro Queijos
294,144,produto,1,22.0,22.0,,,Batata Frita Grande,
295,145,pizza,1,73.9,73.9,Grossa,Catupiry,,Camarão
296,145,produto,2,6.0,12.0,,,Coca-Cola Lata 350ml,
297,146,pizza,1,51.9,51.9,Grossa,Sem borda,,Chocolate com Morango
298,146,pizza,1,69.9,69.9,Grossa,Chocolate,,Camarão + Carne Seca
299,146,pizza,1,67.9,67.9,Grossa,Catupiry,,Costela BBQ
300,147,pizza,1,55.9,55.9,Tradicional,Catupiry,,Calabresa + Carne Seca
301,147,produto,1,10.0,10.0,,,Guaraná Antarctica 2L,
302,148,pizza,1,58.9,58.9,Integral,Cream Cheese,,Frango com Catupiry
303,149,pizza,1,61.9,61.9,Integral,Cheddar,,Nutella com Banana + Carne Seca + Calabresa
304,149,pizza,1,56.9,56.9,Tradicional,Cream Cheese,,Pepperoni + Frango com Catupiry
305,149,pizza,1,52.9,52.9,Fina,Cheddar,,Prestígio
306,149,produto,2,12.0,24.0,,,Coca-Cola 2L,
307,150,pizza,1,47.9,47.9,Fina,Catupiry,,Napolitana
308,150,pizza,1,58.9,58.9,Grossa,Catupiry,,Pepperoni + Frango com Catupiry
309,150,pizza,1,64.9,64.9,Grossa,Cheddar,,Costela BBQ + Nutella com Banana
310,150,produto,1,10.0,10.0,,,Guaraná Antarctica 2L,
311,151,pizza,1,55.9,55.9,Grossa,Cheddar,,Frango com Catupiry
312,152,pizza,1,62.9,62.9,Grossa,Cheddar,,Carne Seca + Camarão + Margherita
313,152,produto,1,10.0,10.0,,,Guaraná Antarctica 2L,
314,153,pizza,1,56.9,56.9,Integral,Catupiry,,Pepperoni + Napolitana + Calabresa
315,154,pizza,1,47.23,47.23,Tradicional,Sem borda,,Prestígio + Pepperoni + Napolitana
316,154,pizza,1,48.9,48.9,Integral,Sem borda,,Calabresa + Romeu e Julieta
317,154,pizza,1,51.9,51.9,Integral,Sem borda,,Prestígio
318,155,pizza,1,49.9,49.9,Fina,Cream Cheese,,Calabresa
319,156,pizza,1,66.9,66.9,Tradicional,Cheddar,,Camarão + Carne Seca
320,156,pizza,1,57.9,57.9,Grossa,Cheddar,,Chocolate com Morango
321,156,produto,2,16.0,32.0,,,Brownie com Sorvete,
322,157,pizza,1,53.9,53.9,Integral,Cream Cheese,,Napolitana
323,157,pizza,1,60.9,60.9,Fina,Cheddar,,Portuguesa + Quatro Queijos + Camarão
324,157,pizza,1,56.23,56.23,Fina,Chocolate,,Chocolate com Morango + Romeu e Julieta + Carne Seca
325,158,pizza,1,55.9,55.9,Grossa,Chocolate,,Prestígio
326,158,pizza,1,50.4,50.4,Grossa,Sem borda,,Margherita + Quatro Queijos
327,158,produto,1,12.0,12.0,,,Coca-Cola 2L,
328,159,pizza,1,67.9,67.9,Integral,Chocolate,,Carne Seca
329,159,pizza,1,50.9,50.9,Fina,Sem borda,,Quatro Queijos + Romeu e Julieta + Nutella com Banana
330,160,pizza,1,53.9,53.9,Grossa,Catupiry,,Portuguesa
331,161,pizza,1,51.9,51.9,Tradicional,Cream Cheese,,Romeu e Julieta
332,162,pizza,1,57.9,57.9,Grossa,Catupiry,,Quatro Queijos + Calabresa
333,162,produto,1,4.0,4.0,,,Água Mineral 500ml,
334,163,pizza,1,53.4,53.4,Integral,Sem borda,,Napolitana + Quatro Queijos
335,163,pizza,1,54.9,54.9,Tradicional,Catupiry,,Chocolate com Morango
336,163,produto,2,28.0,56.0,,,Frango Frito,
337,164,pizza,1,55.9,55.9,Grossa,Catupiry,,Prestígio
338,164,pizza,1,51.4,51.4,Grossa,Catupiry,,Portuguesa + Margherita
339,164,produto,1,18.0,18.0,,,Petit Gateau,
340,165,pizza,1,62.9,62.9,Grossa,Catupiry,,Costela BBQ + Chocolate com Morango
341,166,pizza,1,44.9,44.9,Fina,Cheddar,,Mussarela
342,166,produto,2,16.0,32.0,,,Brownie com Sorvete,
343,167,pizza,1,57.9,57.9,Fina,Cream Cheese,,Carne Seca + Romeu e Julieta
344,168,pizza,1,63.9,63.9,Integral,Catupiry,,Nutella com Banana
345,168,pizza,1,55.9,55.9,Fina,Chocolate,,Carne Seca + Calabresa
