id,pedido_id,status_anterior,status_novo,created_at,minutos_desde_status_anterior
51,14,recebido,em_producao,2026-05-07 19:08:48,7.0
52,14,em_producao,saiu_para_entrega,2026-05-07 19:24:48,16.0
53,14,saiu_para_entrega,entregue,2026-05-07 20:03:48,39.0
54,15,,recebido,2026-01-24 17:31:18,
55,15,recebido,em_producao,2026-01-24 17:40:18,9.0
56,15,em_producao,saiu_para_entrega,2026-01-24 17:56:18,16.0
57,15,saiu_para_entrega,entregue,2026-01-24 18:25:18,29.0
58,16,,recebido,2026-03-22 18:03:13,
59,16,recebido,em_producao,2026-03-22 18:08:13,5.0
60,16,em_producao,saiu_para_entrega,2026-03-22 18:32:13,24.0
61,16,saiu_para_entrega,entregue,2026-03-22 19:01:13,29.0
62,17,,recebido,2026-04-09 15:45:17,
63,17,recebido,em_producao,2026-04-09 15:55:17,10.0
64,17,em_producao,saiu_para_entrega,2026-04-09 16:25:17,30.0
65,17,saiu_para_entrega,entregue,2026-04-09 16:47:17,22.0
66,18,,recebido,2026-01-26 22:32:17,
67,18,recebido,cancelado,2026-01-26 22:43:17,11.0
68,19,,recebido,2026-01-22 20:45:58,
69,19,recebido,em_producao,2026-01-22 20:54:58,9.0
70,19,em_producao,saiu_para_entrega,2026-01-22 21:13:58,19.0
71,19,saiu_para_entrega,entregue,2026-01-22 21:43:58,30.0
72,20,,recebido,2025-12-06 18:16:21,
73,20,recebido,em_producao,2025-12-06 18:25:21,9.0
74,20,em_producao,saiu_para_entrega,2025-12-06 18:42:21,17.0
75,20,saiu_para_entrega,entregue,2025-12-06 19:24:21,42.0
76,21,,recebido,2026-04-05 15:01:02,
77,21,recebido,em_producao,2026-04-05 15:04:02,3.0
78,21,em_producao,saiu_para_entrega,2026-04-05 15:28:02,24.0
79,21,saiu_para_entrega,entregue,2026-04-05 15:54:02,26.0
80,22,,recebido,2026-01-05 18:16:29,
81,22,recebido,em_producao,2026-01-05 18:19:29,3.0
82,22,em_producao,saiu_para_entrega,2026-01-05 18:48:29,29.0
83,22,saiu_para_entrega,entregue,2026-01-05 19:31:29,43.0
84,23,,recebido,2025-12-12 13:36:22,
85,23,recebido,em_producao,2025-12-12 13:43:22,7.0
86,23,em_producao,saiu_para_entrega,2025-12-12 13:58:22,15.0
87,23,saiu_para_entrega,entregue,2025-12-12 14:39:22,41.0
88,24,,recebido,2026-03-25 12:16:43,
89,24,recebido,em_producao,2026-03-25 12:21:43,5.0
90,24,em_producao,saiu_para_entrega,2026-03-25 12:39:43,18.0
91,24,saiu_para_entrega,entregue,2026-03-25 13:22:43,43.0
92,25,,recebido,2026-05-17 14:10:16,
93,25,recebido,em_producao,2026-05-17 14:20:16,10.0
94,26,,recebido,2026-04-15 20:37:24,
95,26,recebido,cancelado,2026-04-15 20:42:24,5.0
96,27,,recebido,2026-01-06 21:08:24,
97,27,recebido,em_producao,2026-01-06 21:17:24,9.0
98,27,em_producao,saiu_para_entrega,2026-01-06 21:36:24,19.0
99,27,saiu_para_entrega,entregue,2026-01-06 22:19:24,43.0
100,28,,recebido,2026-01-31 19:41:22,
101,28,recebido,em_producao,2026-01-31 19:48:22,7.0
102,28,em_producao,saiu_para_entrega,2026-01-31 20:09:22,21.0
103,28,saiu_para_entrega,entregue,2026-01-31 20:54:22,45.0
104,29,,recebido,2025-12-31 19:52:55,
105,29,recebido,em_producao,2025-12-31 19:57:55,5.0
106,29,em_producao,saiu_para_entrega,2025-12-31 20:12:55,15.0
107,29,saiu_para_entrega,entregue,2025-12-31 20:35:55,23.0
108,30,,recebido,2026-01-23 01:16:03,
109,30,recebido,em_producao,2026-01-23 01:25:03,9.0
110,30,em_producao,saiu_para_entrega,2026-01-23 01:43:03,18.0
111,30,saiu_para_entrega,entregue,2026-01-23 02:21:03,38.0
112,31,,recebido,2026-05-05 17:43:06,
113,31,recebido,em_producao,2026-05-05 17:53:06,10.0
114,31,em_producao,saiu_para_entrega,2026-05-05 18:10:06,17.0
115,31,saiu_para_entrega,entregue,2026-05-05 18:53:06,43.0
116,32,,recebido,2026-05-06 19:56:49,
117,32,recebido,em_producao,2026-05-06 20:02:49,6.0
118,32,em_producao,saiu_para_entrega,2026-05-06 20:30:49,28.0
119,32,saiu_para_entrega,entregue,2026-05-06 20:59:49,29.0
120,33,,recebido,2026-04-15 20:51:08,
121,33,recebido,em_producao,2026-04-15 20:59:08,8.0
122,33,em_producao,saiu_para_entrega,2026-04-15 21:17:08,18.0
123,33,saiu_para_entrega,entregue,2026-04-15 21:45:08,28.0
124,34,,recebido,2026-05-04 19:49:52,
125,34,recebido,em_producao,2026-05-04 19:52:52,3.0
126,34,em_producao,saiu_para_entrega,2026-05-04 20:15:52,23.0
127,34,saiu_para_entrega,entregue,2026-05-04 20:30:52,15.0
128,35,,recebido,2026-01-26 10:19:46,
129,35,recebido,em_producao,2026-01-26 10:23:46,4.0
130,35,em_producao,saiu_para_entrega,2026-01-26 10:39:46,16.0
131,35,saiu_para_entrega,entregue,2026-01-26 10:58:46,19.0
132,36,,recebido,2026-03-31 15:14:25,
133,37,,recebido,2026-01-05 18:53:42,
134,37,recebido,em_producao,2026-01-05 18:57:42,4.0
135,37,em_producao,saiu_para_entrega,2026-01-05 19:24:42,27.0
136,37,saiu_para_entrega,entregue,2026-01-05 20:06:42,42.0
137,38,,recebido,2026-04-26 22:29:53,
138,38,recebido,em_producao,2026-04-26 22:37:53,8.0
139,38,em_producao,saiu_para_entrega,2026-04-26 22:54:53,17.0
140,38,saiu_para_entrega,entregue,2026-04-26 23:22:53,28.0
141,39,,recebido,2026-05-16 20:22:46,
142,39,recebido,em_producao,2026-05-16 20:27:46,5.0
143,39,em_producao,saiu_para_entrega,2026-05-16 20:49:46,22.0
144,40,,recebido,2026-04-18 19:43:59,
145,40,recebido,cancelado,2026-04-18 19:52:59,9.0
146,41,,recebido,2026-03-26 21:54:05,
147,41,recebido,em_producao,2026-03-26 22:03:05,9.0
148,41,em_producao,saiu_para_entrega,2026-03-26 22:32:05,29.0
149,41,saiu_para_entrega,entregue,2026-03-26 23:05:05,33.0
150,42,,recebido,2026-03-19 10:23:58,
151,42,recebido,em_producao,2026-03-19 10:32:58,9.0
152,42,em_producao,saiu_para_entrega,2026-03-19 10:57:58,25.0
153,42,saiu_para_entrega,entregue,2026-03-19 11:33:58,36.0
154,43,,recebido,2025-12-07 19:09:58,
155,43,recebido,em_producao,2025-12-07 19:18:58,9.0
156,43,em_producao,saiu_para_entrega,2025-12-07 19:37:58,19.0
157,43,saiu_para_entrega,entregue,2025-12-07 20:11:58,34.0
158,44,,recebido,2026-01-30 15:13:21,
159,44,recebido,em_producao,2026-01-30 15:23:21,10.0
160,44,em_producao,saiu_para_entrega,2026-01-30 15:44:21,21.0
161,45,,recebido,2026-04-19 19:38:24,
162,45,recebido,em_producao,2026-04-19 19:43:24,5.0
163,45,em_producao,saiu_para_entrega,2026-04-19 20:03:24,20.0
164,45,saiu_para_entrega,entregue,2026-04-19 20:41:24,38.0
165,46,,recebido,2026-01-31 20:36:28,
166,46,recebido,em_producao,2026-01-31 20:43:28,7.0
167,46,em_producao,saiu_para_entrega,2026-01-31 21:10:28,27.0
168,46,saiu_para_entrega,entregue,2026-01-31 21:41:28,31.0
169,47,,recebido,2026-04-29 18:22:59,
170,47,recebido,em_producao,2026-04-29 18:25:59,3.0
171,47,em_producao,saiu_para_entrega,2026-04-29 18:52:59,27.0
172,47,saiu_para_entrega,entregue,2026-04-29 19:23:59,31.0
173,48,,recebido,2026-05-18 21:44:53,
174,48,recebido,em_producao,2026-05-18 21:54:53,10.0
175,48,em_producao,saiu_para_entrega,2026-05-18 22:23:53,29.0
176,48,saiu_para_entrega,entregue,2026-05-18 22:57:53,34.0
177,49,,recebido,2026-04-24 19:04:07,
178,49,recebido,cancelado,2026-04-24 19:14:07,10.0
179,50,,recebido,2026-04-23 23:35:01,
180,50,recebido,em_producao,2026-04-23 23:45:01,10.0
181,50,em_producao,saiu_para_entrega,2026-04-24 00:01:01,16.0
182,50,saiu_para_entrega,entregue,2026-04-24 00:36:01,35.0
183,51,,recebido,2026-04-17 16:02:22,
184,51,recebido,em_producao,2026-04-17 16:07:22,5.0
185,51,em_producao,saiu_para_entrega,2026-04-17 16:36:22,29.0
186,51,saiu_para_entrega,entregue,2026-04-17 17:13:22,37.0
187,52,,recebido,2026-02-21 14:48:41,
188,52,recebido,em_producao,2026-02-21 14:56:41,8.0
189,52,em_producao,saiu_para_entrega,2026-02-21 15:12:41,16.0
190,52,saiu_para_entrega,entregue,2026-02-21 15:54:41,42.0
191,53,,recebido,2026-01-12 21:46:27,
192,53,recebido,em_producao,2026-01-12 21:51:27,5.0
193,53,em_producao,saiu_para_entrega,2026-01-12 22:15:27,24.0
194,53,saiu_para_entrega,entregue,2026-01-12 22:40:27,25.0
195,54,,recebido,2026-03-25 17:32:51,
196,54,recebido,em_producao,2026-03-25 17:37:51,5.0
197,54,em_producao,saiu_para_entrega,2026-03-25 17:52:51,15.0
198,54,saiu_para_entrega,entregue,2026-03-25 18:11:51,19.0
199,55,,recebido,2026-01-31 17:41:17,
200,55,recebido,em_producao,2026-01-31 17:45:17,4.0
201,55,em_producao,saiu_para_entrega,2026-01-31 18:00:17,15.0
202,55,saiu_para_entrega,entregue,2026-01-31 18:38:17,38.0
203,56,,recebido,2026-05-15 20:05:51,
204,56,recebido,em_producao,2026-05-15 20:13:51,8.0
205,56,em_producao,saiu_para_entrega,2026-05-15 20:39:51,26.0
206,56,saiu_para_entrega,entregue,2026-05-15 21:16:51,37.0
207,57,,recebido,2026-01-06 20:01:23,
208,57,recebido,em_producao,2026-01-06 20:09:23,8.0
209,57,em_producao,saiu_para_entrega,2026-01-06 20:38:23,29.0
210,57,saiu_para_entrega,entregue,2026-01-06 21:18:23,40.0
211,58,,recebido,2025-12-15 23:41:04,
212,58,recebido,em_producao,2025-12-15 23:49:04,8.0
213,58,em_producao,saiu_para_entrega,2025-12-16 00:08:04,19.0
214,58,saiu_para_entrega,entregue,2025-12-16 00:51:04,43.0
215,59,,recebido,2025-12-06 13:40:35,
216,59,recebido,em_producao,2025-12-06 13:47:35,7.0
217,59,em_producao,saiu_para_entrega,2025-12-06 14:04:35,17.0
218,59,saiu_para_entrega,entregue,2025-12-06 14:35:35,31.0
219,60,,recebido,2025-11-27 18:40:34,
220,60,recebido,em_producao,2025-11-27 18:47:34,7.0
221,60,em_producao,saiu_para_entrega,2025-11-27 19:17:34,30.0
222,60,saiu_para_entrega,entregue,2025-11-27 19:39:34,22.0
223,61,,recebido,2026-01-27 23:08:48,
224,61,recebido,em_producao,2026-01-27 23:12:48,4.0
225,61,em_producao,saiu_para_entrega,2026-01-27 23:37:48,25.0
226,61,saiu_para_entrega,entregue,2026-01-27 23:59:48,22.0
227,62,,recebido,2026-03-13 20:12:48,
228,62,recebido,em_producao,2026-03-13 20:22:48,10.0
229,62,em_producao,saiu_para_entrega,2026-03-13 20:52:48,30.0
230,62,saiu_para_entrega,entregue,2026-03-13 21:35:48,43.0
231,63,,recebido,2025-11-23 21:27:08,
232,63,recebido,cancelado,2025-11-23 21:29:08,2.0
233,64,,recebido,2026-02-01 21:21:35,
234,64,recebido,em_producao,2026-02-01 21:26:35,5.0
235,65,,recebido,2026-03-19 21:08:20,
236,65,recebido,em_producao,2026-03-19 21:16:20,8.0
237,66,,recebido,2026-05-15 20:44:40,
238,66,recebido,em_producao,2026-05-15 20:54:40,10.0
239,66,em_producao,saiu_para_entrega,2026-05-15 21:17:40,23.0
240,66,saiu_para_entrega,entregue,2026-05-15 22:02:40,45.0
241,67,,recebido,2026-02-21 21:47:46,
242,67,recebido,em_producao,2026-02-21 21:52:46,5.0
243,67,em_producao,saiu_para_entrega,2026-02-21 22:13:46,21.0
244,67,saiu_para_entrega,entregue,2026-02-21 22:45:46,32.0
245,68,,recebido,2026-02-24 15:22:35,
246,68,recebido,em_producao,2026-02-24 15:29:35,7.0
247,69,,recebido,2026-04-15 18:12:52,
248,69,recebido,em_producao,2026-04-15 18:19:52,7.0
249,69,em_producao,saiu_para_entrega,2026-04-15 18:38:52,19.0
250,69,saiu_para_entrega,entregue,2026-04-15 18:56:52,18.0
251,70,,recebido,2026-05-11 21:30:41,
252,70,recebido,em_producao,2026-05-11 21:37:41,7.0
253,70,em_producao,saiu_para_entrega,2026-05-11 22:02:41,25.0
254,70,saiu_para_entrega,entregue,2026-05-11 22:26:41,24.0
255,71,,recebido,2026-01-18 19:06:59,
256,72,,recebido,2025-12-27 01:21:50,
257,72,recebido,em_producao,2025-12-27 01:27:50,6.0
258,72,em_producao,saiu_para_entrega,2025-12-27 01:47:50,20.0
259,72,saiu_para_entrega,entregue,2025-12-27 02:21:50,34.0
260,73,,recebido,2026-03-14 20:00:16,
261,73,recebido,em_producao,2026-03-14 20:06:16,6.0
262,73,em_producao,saiu_para_entrega,2026-03-14 20:22:16,16.0
263,73,saiu_para_entrega,entregue,2026-03-14 20:58:16,36.0
264,74,,recebido,2026-02-17 20:38:23,
265,74,recebido,em_producao,2026-02-17 20:48:23,10.0
266,74,em_producao,saiu_para_entrega,2026-02-17 21:09:23,21.0
267,74,saiu_para_entrega,entregue,2026-02-17 21:48:23,39.0
268,75,,recebido,2026-02-15 09:13:45,
269,75,recebido,em_producao,2026-02-15 09:17:45,4.0
270,75,em_producao,saiu_para_entrega,2026-02-15 09:46:45,29.0
271,75,saiu_para_entrega,entregue,2026-02-15 10:26:45,40.0
272,76,,recebido,2026-03-13 06:27:22,
273,76,recebido,em_producao,2026-03-13 06:30:22,3.0
274,76,em_producao,saiu_para_entrega,2026-03-13 06:47:22,17.0
275,76,saiu_para_entrega,entregue,2026-03-13 07:31:22,44.0
276,77,,recebido,2026-05-09 22:24:24,
277,77,recebido,em_producao,2026-05-09 22:29:24,5.0
278,77,em_producao,saiu_para_entrega,2026-05-09 22:55:24,26.0
279,77,saiu_para_entrega,entregue,2026-05-09 23:13:24,18.0
280,78,,recebido,2026-05-10 20:07:02,
281,78,recebido,em_producao,2026-05-10 20:16:02,9.0
282,78,em_producao,saiu_para_entrega,2026-05-10 20:31:02,15.0
283,78,saiu_para_entrega,entregue,2026-05-10 20:53:02,22.0
284,79,,recebido,2026-01-16 13:58:46,
285,79,recebido,em_producao,2026-01-16 14:06:46,8.0
286,79,em_producao,saiu_para_entrega,2026-01-16 14:28:46,22.0
287,79,saiu_para_entrega,entregue,2026-01-16 14:52:46,24.0
288,80,,recebido,2025-12-19 21:58:03,
289,80,recebido,em_producao,2025-12-19 22:07:03,9.0
290,80,em_producao,saiu_para_entrega,2025-12-19 22:26:03,19.0
291,80,saiu_para_entrega,entregue,2025-12-19 22:53:03,27.0
292,81,,recebido,2026-04-18 19:42:35,
293,81,recebido,em_producao,2026-04-18 19:48:35,6.0
294,81,em_producao,saiu_para_entrega,2026-04-18 20:13:35,25.0
295,81,saiu_para_entrega,entregue,2026-04-18 20:37:35,24.0
296,82,,recebido,2026-02-03 18:41:22,
297,82,recebido,em_producao,2026-02-03 18:49:22,8.0
298,82,em_producao,saiu_para_entrega,2026-02-03 19:19:22,30.0
299,82,saiu_para_entrega,entregue,2026-02-03 19:48:22,29.0
300,83,,recebido,2026-03-08 19:43:21,
301,83,recebido,em_producao,2026-03-08 19:53:21,10.0
302,83,em_producao,saiu_para_entrega,2026-03-08 20:23:21,30.0
303,83,saiu_para_entrega,entregue,2026-03-08 20:52:21,29.0
304,84,,recebido,2025-12-04 20:00:13,
305,84,recebido,em_producao,2025-12-04 20:08:13,8.0
306,84,em_producao,saiu_para_entrega,2025-12-04 20:24:13,16.0
307,84,saiu_para_entrega,entregue,2025-12-04 20:58:13,34.0
308,85,,recebido,2026-05-18 08:09:15,
309,85,recebido,em_producao,2026-05-18 08:16:15,7.0
310,85,em_producao,saiu_para_entrega,2026-05-18 08:42:15,26.0
311,85,saiu_para_entrega,entregue,2026-05-18 09:05:15,23.0
312,86,,recebido,2026-02-08 17:35:30,
313,86,recebido,em_producao,2026-02-08 17:38:30,3.0
314,86,em_producao,saiu_para_entrega,2026-02-08 17:58:30,20.0
315,86,saiu_para_entrega,entregue,2026-02-08 18:15:30,17.0
316,87,,recebido,2026-05-05 15:13:37,
317,87,recebido,em_producao,2026-05-05 15:22:37,9.0
318,87,em_producao,saiu_para_entrega,2026-05-05 15:39:37,17.0
319,87,saiu_para_entrega,entregue,2026-05-05 16:03:37,24.0
320,88,,recebido,2026-02-14 13:04:21,
321,88,recebido,em_producao,2026-02-14 13:13:21,9.0
322,88,em_producao,saiu_para_entrega,2026-02-14 13:38:21,25.0
323,88,saiu_para_entrega,entregue,2026-02-14 13:53:21,15.0
324,89,,recebido,2025-12-21 17:50:40,
325,89,recebido,em_producao,2025-12-21 17:59:40,9.0
326,89,em_producao,saiu_para_entrega,2025-12-21 18:24:40,25.0
327,89,saiu_para_entrega,entregue,2025-12-21 18:50:40,26.0
328,90,,recebido,2026-03-09 08:38:50,
329,90,recebido,em_producao,2026-03-09 08:47:50,9.0
330,90,em_producao,saiu_para_entrega,2026-03-09 09:02:50,15.0
331,90,saiu_para_entrega,entregue,2026-03-09 09:26:50,24.0
332,91,,recebido,2026-04-10 19:38:39,
333,91,recebido,em_producao,2026-04-10 19:42:39,4.0
334,91,em_producao,saiu_para_entrega,2026-04-10 20:01:39,19.0
335,91,saiu_para_entrega,entregue,2026-04-10 20:25:39,24.0
336,92,,recebido,2025-12-26 22:20:18,
337,92,recebido,em_producao,2025-12-26 22:30:18,10.0
338,92,em_producao,saiu_para_entrega,2025-12-26 22:52:18,22.0
339,92,saiu_para_entrega,entregue,2025-12-26 23:17:18,25.0
340,93,,recebido,2026-05-01 20:52:54,
341,93,recebido,em_producao,2026-05-01 21:01:54,9.0
342,93,em_producao,saiu_para_entrega,2026-05-01 21:31:54,30.0
343,93,saiu_para_entrega,entregue,2026-05-01 21:50:54,19.0
344,94,,recebido,2026-04-24 23:44:57,
345,94,recebido,em_producao,2026-04-24 23:48:57,4.0
346,94,em_producao,saiu_para_entrega,2026-04-25 00:06:57,18.0
347,94,saiu_para_entrega,entregue,2026-04-25 00:45:57,39.0
348,95,,recebido,2026-02-19 20:37:44,
349,95,recebido,em_producao,2026-02-19 20:45:44,8.0
350,95,em_producao,saiu_para_entrega,2026-02-19 21:00:44,15.0
351,95,saiu_para_entrega,entregue,2026-02-19 21:30:44,30.0
352,96,,recebido,2026-01-18 03:45:07,
353,96,recebido,em_producao,2026-01-18 03:53:07,8.0
354,96,em_producao,saiu_para_entrega,2026-01-18 04:11:07,18.0
355,96,saiu_para_entrega,entregue,2026-01-18 04:47:07,36.0
356,97,,recebido,2025-12-31 14:45:51,
357,97,recebido,em_producao,2025-12-31 14:49:51,4.0
358,97,em_producao,saiu_para_entrega,2025-12-31 15:09:51,20.0
359,97,saiu_para_entrega,entregue,2025-12-31 15:35:51,26.0
360,98,,recebido,2026-04-28 20:51:19,
361,98,recebido,em_producao,2026-04-28 20:55:19,4.0
362,99,,recebido,2026-03-24 18:58:41,
363,99,recebido,em_producao,2026-03-24 19:03:41,5.0
364,100,,recebido,2026-04-28 17:35:32,
365,100,recebido,em_producao,2026-04-28 17:44:32,9.0
366,100,em_producao,saiu_para_entrega,2026-04-28 18:14:32,30.0
367,100,saiu_para_entrega,entregue,2026-04-28 18:42:32,28.0
368,101,,recebido,2025-12-13 19:17:49,
369,101,recebido,em_producao,2025-12-13 19:25:49,8.0
370,101,em_producao,saiu_para_entrega,2025-12-13 19:41:49,16.0
371,101,saiu_para_entrega,entregue,2025-12-13 20:20:49,39.0
372,102,,recebido,2026-05-08 23:49:51,
373,102,recebido,em_producao,2026-05-08 23:57:51,8.0
374,102,em_producao,saiu_para_entrega,2026-05-09 00:25:51,28.0
375,102,saiu_para_entrega,entregue,2026-05-09 00:45:51,20.0
376,103,,recebido,2026-05-08 19:44:55,
377,103,recebido,em_producao,2026-05-08 19:49:55,5.0
378,103,em_producao,saiu_para_entrega,2026-05-08 20:14:55,25.0
379,103,saiu_para_entrega,entregue,2026-05-08 20:55:55,41.0
380,104,,recebido,2026-05-10 17:31:20,
381,104,recebido,em_producao,2026-05-10 17:35:20,4.0
382,104,em_producao,saiu_para_entrega,2026-05-10 18:04:20,29.0
383,104,saiu_para_entrega,entregue,2026-05-10 18:39:20,35.0
384,105,,recebido,2026-02-23 20:57:43,
385,105,recebido,em_producao,2026-02-23 21:00:43,3.0
386,105,em_producao,saiu_para_entrega,2026-02-23 21:18:43,18.0
387,105,saiu_para_entrega,entregue,2026-02-23 21:53:43,35.0
388,106,,recebido,2026-01-13 08:23:16,
389,106,recebido,em_producao,2026-01-13 08:28:16,5.0
390,106,em_producao,saiu_para_entrega,2026-01-13 08:44:16,16.0
391,106,saiu_para_entrega,entregue,2026-01-13 09:11:16,27.0
392,107,,recebido,2026-02-11 20:30:04,
393,107,recebido,em_producao,2026-02-11 20:34:04,4.0
394,107,em_producao,saiu_para_entrega,2026-02-11 20:52:04,18.0
395,107,saiu_para_entrega,entregue,2026-02-11 21:10:04,18.0
396,108,,recebido,2026-02-15 21:05:57,
397,108,recebido,em_producao,2026-02-15 21:09:57,4.0
398,108,em_producao,saiu_para_entrega,2026-02-15 21:36:57,27.0
399,108,saiu_para_entrega,entregue,2026-02-15 22:02:57,26.0
400,109,,recebido,2026-01-17 19:50:57,
401,109,recebido,em_producao,2026-01-17 19:56:57,6.0
402,109,em_producao,saiu_para_entrega,2026-01-17 20:26:57,30.0
403,109,saiu_para_entrega,entregue,2026-01-17 20:53:57,27.0
404,110,,recebido,2025-12-05 01:04:00,
405,110,recebido,em_producao,2025-12-05 01:07:00,3.0
406,110,em_producao,saiu_para_entrega,2025-12-05 01:23:00,16.0
407,110,saiu_para_entrega,entregue,2025-12-05 02:08:00,45.0
408,111,,recebido,2026-03-05 16:37:40,
409,111,recebido,em_producao,2026-03-05 16:41:40,4.0
410,111,em_producao,saiu_para_entrega,2026-03-05 17:05:40,24.0
411,111,saiu_para_entrega,entregue,2026-03-05 17:42:40,37.0
412,112,,recebido,2025-12-16 20:55:17,
413,112,recebido,em_producao,2025-12-16 20:59:17,4.0
414,112,em_producao,saiu_para_entrega,2025-12-16 21:14:17,15.0
415,112,saiu_para_entrega,entregue,2025-12-16 21:39:17,25.0
416,113,,recebido,2026-04-10 09:47:32,
417,113,recebido,em_producao,2026-04-10 09:50:32,3.0
418,113,em_producao,saiu_para_entrega,2026-04-10 10:12:32,22.0
419,113,saiu_para_entrega,entregue,2026-04-10 10:28:32,16.0
420,114,,recebido,2026-04-10 15:52:04,
421,114,recebido,em_producao,2026-04-10 15:56:04,4.0
422,114,em_producao,saiu_para_entrega,2026-04-10 16:12:04,16.0
423,114,saiu_para_entrega,entregue,2026-04-10 16:32:04,20.0
424,115,,recebido,2025-12-30 15:50:19,
425,115,recebido,em_producao,2025-12-30 15:56:19,6.0
426,115,em_producao,saiu_para_entrega,2025-12-30 16:25:19,29.0
427,115,saiu_para_entrega,entregue,2025-12-30 16:51:19,26.0
428,116,,recebido,2026-04-17 19:54:47,
429,116,recebido,em_producao,2026-04-17 19:58:47,4.0
430,116,em_producao,saiu_para_entrega,2026-04-17 20:19:47,21.0
431,116,saiu_para_entrega,entregue,2026-04-17 20:50:47,31.0
432,117,,recebido,2026-02-18 23:05:37,
433,117,recebido,em_producao,2026-02-18 23:10:37,5.0
434,117,em_producao,saiu_para_entrega,2026-02-18 23:37:37,27.0
435,117,saiu_para_entrega,entregue,2026-02-18 23:54:37,17.0
436,118,,recebido,2026-04-21 20:06:09,
437,118,recebido,em_producao,2026-04-21 20:16:09,10.0
438,118,em_producao,saiu_para_entrega,2026-04-21 20:45:09,29.0
439,118,saiu_para_entrega,entregue,2026-04-21 21:10:09,25.0
440,119,,recebido,2026-05-02 21:09:05,
441,119,recebido,em_producao,2026-05-02 21:17:05,8.0
442,119,em_producao,saiu_para_entrega,2026-05-02 21:44:05,27.0
443,119,saiu_para_entrega,entregue,2026-05-02 22:15:05,31.0
444,120,,recebido,2025-12-03 21:14:08,
445,120,recebido,em_producao,2025-12-03 21:23:08,9.0
446,120,em_producao,saiu_para_entrega,2025-12-03 21:49:08,26.0
447,120,saiu_para_entrega,entregue,2025-12-03 22:25:08,36.0
448,121,,recebido,2026-04-03 17:22:13,
449,121,recebido,em_producao,2026-04-03 17:29:13,7.0
450,122,,recebido,2026-05-12 21:15:40,
451,123,,recebido,2026-04-27 20:03:51,
452,124,,recebido,2025-12-25 13:20:51,
453,124,recebido,em_producao,2025-12-25 13:28:51,8.0
454,124,em_producao,saiu_para_entrega,2025-12-25 13:43:51,15.0
